crmid;firstname;lastname;email;brand;birthdate;folder;segment;acquisition_date;country;gender;language;owns_machine
CRM0000006967;Eva;Jordan;evajordan5816@emailsim.io;coffeeworks;11/07/1953;nmsRootRecipient;active_high;2024-08-19;FR;M;fr;True
CRM0000006968;Elizabeth;Longman;elizabethlongman5817@emailsim.io;coffeeworks;11/09/1968;nmsRootRecipient;lapsed;2024-03-26;UK;F;en;False
CRM0000006969;Leal;Brasseur;lealbrasseur5818@yopmail.com;coffeeworks;03/08/1967;nmsRootRecipient;active_medium;2025-03-26;FR;F;fr;True
CRM0000006970;Erin;Goddard;eringoddard5819@emailsim.io;coffeeworks;07/12/1934;nmsRootRecipient;active_medium;2024-09-15;US;M;en;False
CRM0000006971;Delores;Long;deloreshlong5820@emailsim.io;coffeeworks;11/06/1964;nmsRootRecipient;one_time;2024-08-08;FR;M;fr;False
CRM0000006972;Patrick;Brifman;patrickbrifman5821@emailsim.io;coffeeworks;11/03/1993;nmsRootRecipient;active_medium;2025-08-02;US;M;en;True
CRM0000006973;Joelio;Cunha;juliosilvacunha5822@emailsim.io;coffeeworks;09/11/1935;nmsRootRecipient;occasional;2023-08-18;US;Other;en;True
CRM0000006974;Lucille;AngÈlil;lucilleangelil5823@emailsim.io;coffeeworks;04/12/1980;nmsRootRecipient;active_medium;2025-05-15;DE;F;de;True
CRM0000006975;Marthe;Margand;marthemargand5824@yopmail.com;coffeeworks;03/10/1985;nmsRootRecipient;prospect;2025-11-21;US;F;en;False
CRM0000006976;Sara;Simonetti;sarasimonetti5825@emailsim.io;coffeeworks;01/02/1985;nmsRootRecipient;lapsed;2023-02-25;FR;F;fr;False
CRM0000006977;Veronika;Ek;veronikaek5826@emailsim.io;coffeeworks;05/09/1960;nmsRootRecipient;lapsed;2024-06-13;US;M;en;False
CRM0000006978;Klaus;Faerber;klausfaerber5827@emailsim.io;coffeeworks;07/03/1935;nmsRootRecipient;occasional;2025-09-11;US;M;en;False
CRM0000006979;Paige;Richards;paigerichards5828@emailsim.io;coffeeworks;06/06/1933;nmsRootRecipient;lapsed;2023-05-26;FR;F;fr;False
CRM0000006980;PÈnÈlope;CinqMars;penelopecinqmars5829@emailsim.io;coffeeworks;08/07/1973;nmsRootRecipient;active_high;2025-08-07;US;F;en;True
CRM0000006981;Frank;Baecker;frankbaecker5830@emailsim.io;coffeeworks;02/03/1945;nmsRootRecipient;active_high;2025-07-14;DE;M;de;True
CRM0000006982;Milla;Collie;millacollie5831@emailsim.io;coffeeworks;06/05/1933;nmsRootRecipient;active_high;2023-07-05;UK;F;en;True
CRM0000006983;Terese;Blom;tereseblom5832@emailsim.io;coffeeworks;12/09/1976;nmsRootRecipient;occasional;2025-03-09;US;M;en;True
CRM0000006984;Gary;Blue;garyablue5833@emailsim.io;coffeeworks;05/10/1956;nmsRootRecipient;occasional;2024-07-25;FR;M;fr;False
CRM0000006985;William;Alden;williamalden5834@emailsim.io;coffeeworks;04/04/1971;nmsRootRecipient;occasional;2023-06-24;US;F;en;True
CRM0000006986;Sebastian;Armstrong;sebastianarmstrong5835@yopmail.com;coffeeworks;08/08/1936;nmsRootRecipient;active_high;2024-01-04;US;M;en;True
CRM0000006987;Randee;Shaw;randeetshaw5836@emailsim.io;coffeeworks;11/05/1974;nmsRootRecipient;occasional;2025-05-06;FR;M;fr;True
CRM0000006988;Bilal;Engstram;bilalengstrom5837@emailsim.io;coffeeworks;02/03/1933;nmsRootRecipient;one_time;2023-10-05;US;F;en;True
CRM0000006989;Son;Stewart;sonlstewart6309@emailsim.io;coffeeworks;11/08/1973;nmsRootRecipient;occasional;2024-04-06;US;F;en;True
CRM0000006990;Valentin;Engstram;valentinengstrom5838@emailsim.io;coffeeworks;04/02/1979;nmsRootRecipient;one_time;2025-04-26;FR;M;fr;True
CRM0000006991;Vitoria;Cunha;vitoriamartinscunha5839@emailsim.io;coffeeworks;08/06/1962;nmsRootRecipient;active_medium;2024-10-24;FR;M;fr;True
CRM0000006992;Aubrey;Dennis;aubreydennis5840@yopmail.com;coffeeworks;06/11/1950;nmsRootRecipient;lapsed;2024-04-06;UK;F;en;True
CRM0000006993;Juergen;Maier;jurgenmaier5841@emailsim.io;coffeeworks;08/07/1982;nmsRootRecipient;occasional;2023-03-26;UK;M;en;False
CRM0000006994;Sean;Morrison;seanmorrison5842@yopmail.com;coffeeworks;01/03/1992;nmsRootRecipient;active_medium;2024-01-02;FR;M;fr;True
CRM0000006995;Sheryll;Jackson;sherylljjackson5843@emailsim.io;coffeeworks;02/02/1976;nmsRootRecipient;active_medium;2025-07-18;UK;M;en;True
CRM0000006996;Layla;Mann;laylamann5844@emailsim.io;coffeeworks;09/03/1965;nmsRootRecipient;one_time;2024-02-18;UK;M;en;True
CRM0000006997;Nicolas;Courtemanche;nicolascourtemanche5845@emailsim.io;coffeeworks;11/09/1946;nmsRootRecipient;lapsed;2024-04-10;DE;F;de;False
CRM0000006998;Marie;Muench;mariemuench5846@emailsim.io;coffeeworks;11/08/1953;nmsRootRecipient;occasional;2023-06-01;US;F;en;True
CRM0000006999;Mike;Waechter;mikewaechter5847@yopmail.com;coffeeworks;12/09/1942;nmsRootRecipient;active_medium;2024-05-27;UK;F;en;True
CRM0000007000;Gifford;Jacques;giffordjacques5848@emailsim.io;coffeeworks;04/04/1988;nmsRootRecipient;lapsed;2023-11-28;DE;F;de;True
CRM0000007001;Kelly;Dillard;kellymdillard5849@emailsim.io;coffeeworks;10/11/1975;nmsRootRecipient;one_time;2023-12-02;FR;F;fr;False
CRM0000007002;Hedda;Olsson;heddaolsson5850@emailsim.io;coffeeworks;12/02/1930;nmsRootRecipient;occasional;2025-03-05;DE;M;de;True
CRM0000007003;Hollie;Owen;hollieowen5851@yopmail.com;coffeeworks;08/12/1953;nmsRootRecipient;occasional;2025-03-20;US;F;en;True
CRM0000007004;Isaac;Stephens;isaacstephens5852@yopmail.com;coffeeworks;05/05/1970;nmsRootRecipient;active_medium;2023-09-11;US;F;en;True
CRM0000007005;Kaua;Cavalcanti;kauasouzacavalcanti5854@yopmail.com;coffeeworks;01/11/1965;nmsRootRecipient;one_time;2023-07-06;DE;M;de;True
CRM0000007006;Victor;Castro;victormelocastro5855@yopmail.com;coffeeworks;09/12/1937;nmsRootRecipient;occasional;2023-06-25;US;F;en;True
CRM0000007007;Hardouin;Marseau;hardouinmarseau5856@emailsim.io;coffeeworks;08/02/1984;nmsRootRecipient;prospect;2026-01-13;FR;F;fr;False
CRM0000007008;Aaliyah;Fraser;aaliyahfraser5857@yopmail.com;coffeeworks;08/02/1993;nmsRootRecipient;occasional;2024-06-03;US;M;en;True
CRM0000007009;Maik;Freeh;maikfreeh5974@yopmail.com;coffeeworks;11/03/1930;nmsRootRecipient;occasional;2024-12-09;FR;M;fr;True
CRM0000007010;Indiana;Laycock;indianalaycock5858@emailsim.io;coffeeworks;05/04/1992;nmsRootRecipient;occasional;2024-03-06;UK;M;en;True
CRM0000007011;Rodrigo;Almeida;rodrigocostaalmeida5859@emailsim.io;coffeeworks;10/11/1969;nmsRootRecipient;prospect;2025-10-25;US;M;en;False
CRM0000007012;Sonya;Sheffer;sonyalsheffer5860@yopmail.com;coffeeworks;08/07/1942;nmsRootRecipient;lapsed;2024-06-20;UK;M;en;True
CRM0000007013;Vincent;Charest;vincentcharest5861@yopmail.com;coffeeworks;09/04/1949;nmsRootRecipient;occasional;2025-02-22;FR;F;fr;True
CRM0000007014;Karin;Eisenberg;karineisenberg5862@emailsim.io;coffeeworks;08/05/1957;nmsRootRecipient;one_time;2025-02-25;US;M;en;True
CRM0000007015;Juergen;Kuster;jurgenkuster5863@emailsim.io;coffeeworks;02/01/1960;nmsRootRecipient;occasional;2025-03-14;UK;F;en;True
CRM0000007016;Nicole;Egger;nicoleegger5864@yopmail.com;coffeeworks;08/05/1955;nmsRootRecipient;occasional;2025-05-19;UK;M;en;True
CRM0000007017;Wiggo;Bergstram;wiggobergstrom5865@emailsim.io;coffeeworks;08/03/1952;nmsRootRecipient;active_medium;2023-11-24;US;F;en;True
CRM0000007018;Miguel;Alves;miguelcavalcantialves5866@emailsim.io;coffeeworks;08/06/1975;nmsRootRecipient;occasional;2024-03-22;FR;F;fr;True
CRM0000007019;Jose;Sisson;josefsisson5867@emailsim.io;coffeeworks;03/07/1966;nmsRootRecipient;active_medium;2025-02-18;US;F;en;True
CRM0000007020;Grace;Mary;gracemary5868@emailsim.io;coffeeworks;12/07/1973;nmsRootRecipient;prospect;2025-10-20;US;F;en;False
CRM0000007021;Isabelle;Martins;isabellecostamartins5869@emailsim.io;coffeeworks;03/04/1954;nmsRootRecipient;active_medium;2023-12-16;UK;M;en;True
CRM0000007022;Wolfgang;Gerste;wolfganggerste5870@emailsim.io;coffeeworks;12/06/1966;nmsRootRecipient;prospect;2025-11-26;FR;M;fr;False
CRM0000007023;Phyllis;Mina;phyllisjmina5871@yopmail.com;coffeeworks;11/02/1944;nmsRootRecipient;occasional;2024-09-30;DE;M;de;True
CRM0000007024;Kristine;Gonzalez;kristinejgonzalez5872@emailsim.io;coffeeworks;03/11/1974;nmsRootRecipient;one_time;2023-11-04;US;Other;en;True
CRM0000007025;Vincent;Brunelle;vincentbrunelle5873@emailsim.io;coffeeworks;10/09/1953;nmsRootRecipient;occasional;2023-08-14;US;F;en;True
CRM0000007026;Breno;Azevedo;brenoribeiroazevedo5874@emailsim.io;coffeeworks;09/01/1982;nmsRootRecipient;active_high;2023-10-24;US;F;en;True
CRM0000007027;Gracie;Hooper;graciehooper5875@emailsim.io;coffeeworks;12/12/1989;nmsRootRecipient;occasional;2023-08-31;FR;F;fr;True
CRM0000007028;Logan;Potts;loganpotts5876@emailsim.io;coffeeworks;06/01/1956;nmsRootRecipient;active_high;2023-04-16;UK;F;en;True
CRM0000007029;Birgit;Gersten;birgitgersten5877@emailsim.io;coffeeworks;07/10/1985;nmsRootRecipient;one_time;2025-05-09;FR;F;fr;False
CRM0000007030;Hans;Norberg;hansnorberg5878@emailsim.io;coffeeworks;05/01/1960;nmsRootRecipient;occasional;2024-01-10;US;M;en;True
CRM0000007031;Zackarias;Eriksson;zackariaseriksson5879@emailsim.io;coffeeworks;01/08/1932;nmsRootRecipient;lapsed;2023-11-13;FR;M;fr;True
CRM0000007032;Danielle;Yates;danielleyates5880@emailsim.io;coffeeworks;02/10/1947;nmsRootRecipient;active_medium;2025-07-02;UK;F;en;False
CRM0000007033;Otávio;Correia;otaviosouzacorreia5881@yopmail.com;coffeeworks;10/07/1944;nmsRootRecipient;active_medium;2024-08-14;DE;F;de;True
CRM0000007034;Aiglentina;Phaneuf;aiglentinaphaneuf5882@yopmail.com;coffeeworks;01/11/1943;nmsRootRecipient;occasional;2024-12-01;US;M;en;False
CRM0000007035;James;Oakley;jamesoakley5883@yopmail.com;coffeeworks;12/04/1989;nmsRootRecipient;prospect;2025-11-07;UK;F;en;False
CRM0000007036;Katie;McDonald;katiemcdonald5884@yopmail.com;coffeeworks;11/07/1977;nmsRootRecipient;one_time;2023-08-29;FR;M;fr;False
CRM0000007037;Jennifer;Griffin;jennifergriffin5885@yopmail.com;coffeeworks;08/06/1970;nmsRootRecipient;occasional;2025-09-06;UK;M;en;True
CRM0000007038;Michael;Wilson;michaelawilson5886@emailsim.io;coffeeworks;07/06/1934;nmsRootRecipient;occasional;2023-07-13;US;M;en;True
CRM0000007039;Cindy;Lambert;cindyalambert5887@yopmail.com;coffeeworks;08/04/1944;nmsRootRecipient;active_high;2024-02-20;DE;F;de;True
CRM0000007041;Erna;Sandberg;ernasandberg5889@emailsim.io;coffeeworks;02/07/1989;nmsRootRecipient;prospect;2025-10-15;US;F;en;False
CRM0000007042;Michelle;Patterson;michellecpatterson5890@emailsim.io;coffeeworks;10/05/1936;nmsRootRecipient;one_time;2024-06-02;US;F;en;True
CRM0000007043;Henrietta;Stram;henriettastrom5891@emailsim.io;coffeeworks;09/06/1979;nmsRootRecipient;active_medium;2023-01-26;UK;M;en;True
CRM0000007044;Andreas;Probst;andreasprobst5892@yopmail.com;coffeeworks;07/05/1989;nmsRootRecipient;occasional;2024-06-12;UK;F;en;True
CRM0000007045;Patrick;Sanders;patricksanders5893@emailsim.io;coffeeworks;05/05/1962;nmsRootRecipient;active_high;2025-10-16;FR;M;fr;True
CRM0000007046;Claudia;Neudorf;claudianeudorf5894@yopmail.com;coffeeworks;06/03/1963;nmsRootRecipient;prospect;2025-12-17;US;M;en;False
CRM0000007047;FrÈdÈric;Rochon;fredericrochon5895@yopmail.com;coffeeworks;01/03/1986;nmsRootRecipient;active_medium;2023-01-12;UK;M;en;True
CRM0000007048;Julian;Cardoso;juliangoncalvescardoso5896@emailsim.io;coffeeworks;05/03/1960;nmsRootRecipient;one_time;2025-10-07;UK;M;en;True
CRM0000007049;Paul;Eichmann;pauleichmann5897@emailsim.io;coffeeworks;04/12/1940;nmsRootRecipient;active_medium;2024-05-02;US;M;en;True
CRM0000007050;Layla;Pierce;laylapierce5898@yopmail.com;coffeeworks;03/09/1961;nmsRootRecipient;one_time;2024-03-20;DE;F;de;False
CRM0000007051;Agnès;Bourgeois;agnesbourgeois5899@emailsim.io;coffeeworks;09/07/1936;nmsRootRecipient;lapsed;2024-05-02;DE;M;de;True
CRM0000007052;Noel;Jardine;noeljardine5900@yopmail.com;coffeeworks;02/04/1981;nmsRootRecipient;one_time;2025-07-18;UK;F;en;True
CRM0000007053;JÈrome;Dupuy;jeromedupuy5901@emailsim.io;coffeeworks;08/04/1962;nmsRootRecipient;one_time;2025-04-19;US;F;en;False
CRM0000007054;Larry;Maestas;larrylmaestas5902@emailsim.io;coffeeworks;10/03/1960;nmsRootRecipient;lapsed;2024-03-28;DE;F;de;True
CRM0000007055;Holly;Gillies;hollygillies5903@emailsim.io;coffeeworks;01/02/1966;nmsRootRecipient;active_high;2023-06-12;US;F;en;True
CRM0000007056;Lauren;Quirk;laurenquirk5904@emailsim.io;coffeeworks;09/04/1951;nmsRootRecipient;active_medium;2023-01-14;US;F;en;True
CRM0000007057;Fred;Carlsson;fredcarlsson5905@emailsim.io;coffeeworks;12/02/1976;nmsRootRecipient;active_medium;2024-05-16;US;F;en;True
CRM0000007058;Elinor;Berg;elinorberg5906@yopmail.com;coffeeworks;05/07/1946;nmsRootRecipient;prospect;2025-12-24;US;M;en;False
CRM0000007059;Tegan;Hooper;teganhooper5907@emailsim.io;coffeeworks;09/09/1973;nmsRootRecipient;occasional;2023-12-10;FR;F;fr;True
CRM0000007060;Manon;Gauthier;manongauthier5908@emailsim.io;coffeeworks;07/02/1971;nmsRootRecipient;one_time;2024-03-01;UK;M;en;True
CRM0000007061;Pauline;Smith;paulineksmith5909@emailsim.io;coffeeworks;09/06/1971;nmsRootRecipient;one_time;2023-04-11;DE;M;de;True
CRM0000007062;Sophie;Dupont;sophiedupont5910@emailsim.io;coffeeworks;04/04/1936;nmsRootRecipient;active_medium;2024-01-14;US;M;en;False
CRM0000007063;Patience;Lapresse;patiencelapresse5911@yopmail.com;coffeeworks;10/07/1997;nmsRootRecipient;active_medium;2023-10-31;UK;F;en;True
CRM0000007064;Leia;Lafgren;leialofgren5912@emailsim.io;coffeeworks;08/08/1940;nmsRootRecipient;active_medium;2023-04-23;DE;F;de;True
CRM0000007065;Ethan;Allan;ethanallan5913@emailsim.io;coffeeworks;11/07/1929;nmsRootRecipient;occasional;2024-12-28;FR;F;fr;True
CRM0000007066;Josh;Haynes;joshhaynes5914@yopmail.com;coffeeworks;03/04/1953;nmsRootRecipient;active_medium;2024-12-15;FR;M;fr;False
CRM0000007067;RenÈ;Lemann;renelemann5915@emailsim.io;coffeeworks;07/06/1990;nmsRootRecipient;active_high;2023-03-17;US;M;en;True
CRM0000007068;Sumaya;Berggren;sumayaberggren5916@yopmail.com;coffeeworks;06/02/1932;nmsRootRecipient;lapsed;2023-05-29;FR;M;fr;True
CRM0000007069;Joseph;Wallace;josephwallace5917@emailsim.io;coffeeworks;04/03/1971;nmsRootRecipient;prospect;2025-10-19;US;F;en;False
CRM0000007070;Ellie;Bergman;elliebergman5918@emailsim.io;coffeeworks;02/02/1946;nmsRootRecipient;active_medium;2024-09-03;UK;M;en;True
CRM0000007071;Cameron;Randall;cameronrandall5919@emailsim.io;coffeeworks;06/08/1991;nmsRootRecipient;active_medium;2024-11-09;UK;F;en;True
CRM0000007072;Rosamonde;Roy;rosamonderoy5920@emailsim.io;coffeeworks;10/05/1983;nmsRootRecipient;active_high;2023-06-29;UK;F;en;True
CRM0000007073;Dan;Bergqvist;danbergqvist5921@yopmail.com;coffeeworks;12/06/1961;nmsRootRecipient;one_time;2023-04-11;FR;F;fr;True
CRM0000007074;Tom;Bachmeier;tombachmeier5922@emailsim.io;coffeeworks;09/05/1973;nmsRootRecipient;lapsed;2023-04-22;FR;F;fr;True
CRM0000007075;Torsten;Freytag;torstenfreytag5923@emailsim.io;coffeeworks;12/01/1974;nmsRootRecipient;active_high;2025-05-03;US;M;en;True
CRM0000007076;Rachelle;Lajoie;rachellelajoie5924@emailsim.io;coffeeworks;03/09/1973;nmsRootRecipient;active_medium;2024-01-01;UK;F;en;True
CRM0000007077;Ancelina;Daigneault;ancelinadaigneault5925@emailsim.io;coffeeworks;04/02/1947;nmsRootRecipient;lapsed;2023-06-15;FR;F;fr;True
CRM0000007078;Aloin;Chouinard;aloinchouinard5926@emailsim.io;coffeeworks;05/01/1968;nmsRootRecipient;one_time;2024-08-05;US;F;en;True
CRM0000007079;Thomas;Shaw;thomaseshaw9240@emailsim.io;coffeeworks;01/04/1975;nmsRootRecipient;active_high;2023-12-30;US;F;en;True
CRM0000007080;Leah;Traugott;leahtraugott5927@emailsim.io;coffeeworks;12/05/1973;nmsRootRecipient;one_time;2025-07-21;US;F;en;False
CRM0000007081;Henry;Prendergast;henryprendergast5928@emailsim.io;coffeeworks;09/11/1941;nmsRootRecipient;active_medium;2025-01-07;UK;M;en;True
CRM0000007082;Roger;Yeager;rogerjyeager5929@emailsim.io;coffeeworks;12/07/1974;nmsRootRecipient;occasional;2025-10-09;DE;M;de;True
CRM0000007083;Christian;Weber;christianweber5930@emailsim.io;coffeeworks;09/09/1977;nmsRootRecipient;lapsed;2023-02-06;US;F;en;False
CRM0000007084;Mats;Axelsson;matsaxelsson5931@emailsim.io;coffeeworks;11/04/1945;nmsRootRecipient;lapsed;2023-04-06;UK;F;en;True
CRM0000007085;Sabrina;Wechsler;sabrinawechsler5932@yopmail.com;coffeeworks;03/03/1955;nmsRootRecipient;occasional;2025-04-25;FR;M;fr;False
CRM0000007086;Sylvie;Vaillancourt;sylvievaillancourt5933@emailsim.io;coffeeworks;05/03/1954;nmsRootRecipient;prospect;2025-11-22;US;F;en;False
CRM0000007087;Mariana;Barros;marianacorreiabarros5934@emailsim.io;coffeeworks;11/08/1960;nmsRootRecipient;occasional;2024-01-25;DE;M;de;False
CRM0000007088;Francesca;Norman;francescanorman5935@emailsim.io;coffeeworks;01/09/1994;nmsRootRecipient;lapsed;2024-01-13;US;M;en;True
CRM0000007089;Carolina;Correia;carolinaribeirocorreia5936@emailsim.io;coffeeworks;03/06/1960;nmsRootRecipient;occasional;2025-09-05;DE;M;de;True
CRM0000007090;Johanna;Farber;johannafarber5937@yopmail.com;coffeeworks;10/05/1963;nmsRootRecipient;lapsed;2024-01-24;US;M;en;True
CRM0000007091;Dana;Samuelsson;danasamuelsson5938@yopmail.com;coffeeworks;10/11/1961;nmsRootRecipient;prospect;2025-10-23;US;F;en;False
CRM0000007092;Manuela;Goncalves;manuelarodriguesgoncalves5939@emailsim.io;coffeeworks;07/10/1930;nmsRootRecipient;active_high;2025-05-25;US;F;en;False
CRM0000007093;Louise;Wilson;louisewilson5940@emailsim.io;coffeeworks;10/01/1960;nmsRootRecipient;prospect;2025-12-24;US;F;en;False
CRM0000007094;Bernard;Sarrazin;bernardsarrazin5941@emailsim.io;coffeeworks;02/02/1980;nmsRootRecipient;lapsed;2023-03-08;FR;F;fr;False
CRM0000007095;Poppy;Kopsen;poppykopsen5942@emailsim.io;coffeeworks;12/07/1987;nmsRootRecipient;lapsed;2023-10-27;US;M;en;True
CRM0000007096;Leila;Cavalcanti;leilacarvalhocavalcanti5943@emailsim.io;coffeeworks;11/06/1949;nmsRootRecipient;active_medium;2025-08-22;UK;F;en;True
CRM0000007097;Yasmin;Barbosa;yasminalvesbarbosa5944@emailsim.io;coffeeworks;08/03/1981;nmsRootRecipient;lapsed;2023-05-18;US;F;en;True
CRM0000007098;Mackenzie;Miller;mackenziemiller5945@yopmail.com;coffeeworks;08/05/1950;nmsRootRecipient;lapsed;2023-05-05;FR;F;fr;True
CRM0000007099;Emmeline;Lemaître;emmelinelemaitre5946@emailsim.io;coffeeworks;06/05/1956;nmsRootRecipient;active_medium;2024-07-16;FR;M;fr;True
CRM0000007100;Klaus;Fassbinder;klausfassbinder5947@yopmail.com;coffeeworks;11/11/1977;nmsRootRecipient;prospect;2025-11-26;UK;F;en;False
CRM0000007101;Muhammad;Thorpe;muhammadthorpe5948@emailsim.io;coffeeworks;04/02/1965;nmsRootRecipient;active_high;2025-04-27;US;Other;en;True
CRM0000007102;Anna;Vogler;annavogler5949@yopmail.com;coffeeworks;03/10/1978;nmsRootRecipient;active_high;2024-03-05;UK;M;en;True
CRM0000007103;Melissa;Cavalcanti;melissapintocavalcanti5950@emailsim.io;coffeeworks;03/10/1994;nmsRootRecipient;occasional;2025-02-10;US;M;en;True
CRM0000007104;Voleta;Galarneau;voletagalarneau5951@emailsim.io;coffeeworks;04/07/1983;nmsRootRecipient;occasional;2023-10-01;US;M;en;True
CRM0000007105;Anja;Rothschild;anjarothschild5952@emailsim.io;coffeeworks;04/11/1941;nmsRootRecipient;one_time;2023-04-30;UK;M;en;False
CRM0000007106;Maria;Schweizer;mariaschweizer5953@emailsim.io;coffeeworks;11/02/1973;nmsRootRecipient;active_high;2023-08-12;DE;F;de;True
CRM0000007107;Carlos;Almeida;carlosbarrosalmeida5954@emailsim.io;coffeeworks;08/04/1995;nmsRootRecipient;prospect;2025-12-27;DE;F;de;False
CRM0000007108;Hugo;Maclurcan;hugomaclurcan5955@emailsim.io;coffeeworks;04/10/1936;nmsRootRecipient;active_high;2023-06-29;UK;F;en;True
CRM0000007109;Harry;Chermside;harrychermside5956@yopmail.com;coffeeworks;09/01/1942;nmsRootRecipient;active_high;2025-09-17;UK;F;en;True
CRM0000007110;Avril;Guilmette;avrilguilmette5957@emailsim.io;coffeeworks;08/04/1964;nmsRootRecipient;active_high;2024-08-11;DE;F;de;True
CRM0000007111;Courtney;Bryan;courtneybryan5958@emailsim.io;coffeeworks;01/02/1970;nmsRootRecipient;occasional;2024-05-11;UK;M;en;True
CRM0000007112;Ágatha;Rocha;agathafernandesrocha5959@yopmail.com;coffeeworks;04/03/1943;nmsRootRecipient;prospect;2025-12-31;UK;F;en;False
CRM0000007113;Barbara;Maurer;barbaramaurer5960@emailsim.io;coffeeworks;01/01/1968;nmsRootRecipient;one_time;2024-10-10;DE;F;de;True
CRM0000007114;Keira;Redmond;keiraredmond5961@emailsim.io;coffeeworks;12/07/1954;nmsRootRecipient;lapsed;2023-09-23;US;F;en;False
CRM0000007115;Sabine;Wannemaker;sabinewannemaker5962@emailsim.io;coffeeworks;12/05/1983;nmsRootRecipient;active_high;2024-12-25;US;M;en;True
CRM0000007116;Mateus;Melo;mateuscunhamelo5963@emailsim.io;coffeeworks;03/05/1930;nmsRootRecipient;occasional;2025-10-05;UK;M;en;True
CRM0000007117;Guy;Sicard;guysicard5964@emailsim.io;coffeeworks;09/02/1944;nmsRootRecipient;occasional;2023-07-11;US;M;en;False
CRM0000007118;Frank;Baecker;frankbaecker5965@yopmail.com;coffeeworks;10/02/1967;nmsRootRecipient;occasional;2024-11-19;US;F;en;True
CRM0000007119;Mira;Jansson;mirajonsson5966@emailsim.io;coffeeworks;05/02/1982;nmsRootRecipient;active_high;2025-10-13;UK;F;en;True
CRM0000007120;Kaua;Castro;kauagomescastro5967@yopmail.com;coffeeworks;07/10/1939;nmsRootRecipient;one_time;2025-11-30;UK;M;en;False
CRM0000007121;Frank;Engel;frankengel5968@emailsim.io;coffeeworks;08/04/1934;nmsRootRecipient;occasional;2025-03-16;DE;F;de;True
CRM0000007122;Julieta;Souza;julietacarvalhosouza5969@emailsim.io;coffeeworks;10/01/1937;nmsRootRecipient;lapsed;2024-05-24;US;M;en;True
CRM0000007123;Amer;Åstram;amerastrom5970@yopmail.com;coffeeworks;01/10/1974;nmsRootRecipient;occasional;2024-07-17;US;M;en;True
CRM0000007124;Ryan;Morgan;ryanmorgan5971@emailsim.io;coffeeworks;09/03/1945;nmsRootRecipient;active_high;2024-01-04;US;F;en;True
CRM0000007125;Bruna;Barros;brunacarvalhobarros5972@emailsim.io;coffeeworks;01/12/1931;nmsRootRecipient;one_time;2024-04-21;UK;M;en;True
CRM0000007126;Isabel;Lundie;isabellundie5973@emailsim.io;coffeeworks;06/10/1987;nmsRootRecipient;active_medium;2024-08-17;FR;M;fr;True
CRM0000007127;Caio;Alves;caioferreiraalves5975@yopmail.com;coffeeworks;05/01/1977;nmsRootRecipient;lapsed;2023-07-18;UK;M;en;True
CRM0000007128;Moerten;Lundin;martenlundin5976@yopmail.com;coffeeworks;12/10/1965;nmsRootRecipient;one_time;2023-01-04;US;M;en;False
CRM0000007129;Zachary;McCarthy;zacharymccarthy5977@emailsim.io;coffeeworks;02/10/1932;nmsRootRecipient;active_medium;2023-08-31;UK;F;en;True
CRM0000007130;Bryan;Parker;bryanpparker5978@emailsim.io;coffeeworks;01/01/1973;nmsRootRecipient;prospect;2025-10-18;UK;F;en;False
CRM0000007131;Yasmin;Gomes;yasminmartinsgomes5979@emailsim.io;coffeeworks;12/09/1933;nmsRootRecipient;occasional;2024-06-19;US;M;en;True
CRM0000007132;Chelsea;Marsh;chelseamarsh5980@emailsim.io;coffeeworks;08/04/1983;nmsRootRecipient;active_high;2023-08-30;UK;M;en;True
CRM0000007133;Pedro;Pinto;pedrorodriguespinto5981@yopmail.com;coffeeworks;09/04/1930;nmsRootRecipient;one_time;2024-02-29;UK;M;en;True
CRM0000007134;Dorothy;Huffman;dorothydhuffman5982@emailsim.io;coffeeworks;06/01/1935;nmsRootRecipient;active_medium;2025-04-29;DE;F;de;True
CRM0000007135;Dirk;Meier;dirkmeier5983@emailsim.io;coffeeworks;08/06/1978;nmsRootRecipient;lapsed;2024-02-28;FR;F;fr;True
CRM0000007136;Maja;Holm;majaholm5984@emailsim.io;coffeeworks;12/10/1989;nmsRootRecipient;lapsed;2023-02-16;FR;M;fr;True
CRM0000007138;Bethany;Knowles;bethanyknowles5987@emailsim.io;coffeeworks;01/08/1975;nmsRootRecipient;prospect;2025-11-26;DE;M;de;False
CRM0000007139;Millie;Ellis;millieellis5988@emailsim.io;coffeeworks;08/03/1943;nmsRootRecipient;occasional;2024-02-22;FR;M;fr;True
CRM0000007140;Ella;Cardell-Oliver;ellacardell-oliver5989@emailsim.io;coffeeworks;05/09/1946;nmsRootRecipient;occasional;2024-09-24;DE;M;de;True
CRM0000007141;Hazel;Propst;hazelmpropst5990@emailsim.io;coffeeworks;07/02/1974;nmsRootRecipient;lapsed;2023-08-06;US;M;en;True
CRM0000007142;Marshall;Babin;marshallbabin5991@emailsim.io;coffeeworks;03/07/1969;nmsRootRecipient;active_high;2023-01-24;UK;F;en;True
CRM0000007143;Ferrau;Caouette;ferraucaouette5992@emailsim.io;coffeeworks;07/05/1962;nmsRootRecipient;occasional;2024-12-15;FR;M;fr;False
CRM0000007144;Mackenzie;O'Neil;mackenzieoneil5993@emailsim.io;coffeeworks;01/01/1940;nmsRootRecipient;occasional;2023-09-23;UK;M;en;True
